Mobile_Number,Age,Gender,Appointment_Date,Day_of_Week,Session_Type,Tattoo_Size,Tattoo_Style,Artist_Name,Session_Hours,Final_Rate,Additional_Services,Total_Bill,Payment_Mode,Customer_Satisfaction
3293864877,25,Female,2024-06-15,Saturday,Walk-in,Large,Realism,Artist A,6,19716,Piercing,21216,UPI,1
4008330525,54,Female,2024-04-10,Wednesday,Walk-in,Small,Tribal,Artist A,1,19503,None,19503,UPI,1
4234283419,20,Female,2024-08-22,Thursday,Walk-in,Large,Custom,Artist B,5,8440,None,8440,Card,3
3977046129,50,Male,2024-02-28,Wednesday,Pre-booked,Medium,Script,Artist A,2,18734,Aftercare Kit,19234,Card,4
3388176285,45,Male,2024-05-14,Tuesday,Walk-in,Medium,Custom,Artist B,2,44883,None,44883,Cash,4
4863893256,25,Male,2024-12-09,Monday,Walk-in,Small,Minimalist,Artist D,1,40284,Aftercare Kit,40784,Cash,4
3422809996,51,Male,2024-09-07,Saturday,Pre-booked,Small,Custom,Artist C,2,27634,None,27634,Cash,1
3431675310,52,Male,2024-09-27,Friday,Pre-booked,Small,Tribal,Artist C,1,32219,None,32219,Cash,1
4905584866,49,Male,2024-11-23,Saturday,Pre-booked,Sleeve/Back,Realism,Artist A,7,46255,None,46255,Cash,5
3714531298,41,Male,2024-06-09,Sunday,Walk-in,Large,Script,Artist C,4,17846,None,17846,Cash,2
4286196999,31,Female,2024-11-01,Friday,Walk-in,Medium,Custom,Artist A,2,46032,Piercing,47532,Card,2
3124327519,49,Male,2024-07-17,Wednesday,Walk-in,Small,Custom,Artist C,2,40582,Aftercare Kit,41082,UPI,2
3197529702,33,Male,2024-11-08,Friday,Pre-booked,Sleeve/Back,Realism,Artist A,10,14774,Aftercare Kit,15274,Card,3
4393178591,21,Female,2024-07-19,Friday,Pre-booked,Small,Script,Artist B,1,36075,None,36075,UPI,1
3241030242,54,Female,2024-10-27,Sunday,Pre-booked,Small,Custom,Artist B,1,24112,None,24112,Card,5
4260005019,38,Female,2024-02-28,Wednesday,Walk-in,Medium,Custom,Artist D,3,46414,Aftercare Kit,46914,Card,5
4539588337,31,Other,2024-06-27,Thursday,Pre-booked,Sleeve/Back,Tribal,Artist A,8,47238,None,47238,Card,2
4609930218,48,Male,2024-06-29,Saturday,Walk-in,Small,Tribal,Artist C,1,13791,Piercing,15291,Cash,3
4849785671,35,Female,2024-08-22,Thursday,Walk-in,Small,Minimalist,Artist A,2,22530,Piercing,24030,Cash,3
3625217504,24,Male,2024-11-12,Tuesday,Pre-booked,Sleeve/Back,Realism,Artist C,9,37888,None,37888,UPI,2
4048819999,27,Male,2024-03-29,Friday,Pre-booked,Small,Script,Artist D,2,2693,Consultation Fee,3693,UPI,2
5281341978,24,Male,2024-12-10,Tuesday,Walk-in,Small,Custom,Artist B,1,46092,None,46092,Cash,1
4769748771,50,Male,2024-12-27,Friday,Walk-in,Medium,Custom,Artist B,4,2555,Aftercare Kit,3055,Cash,3
5430642523,40,Male,2024-06-01,Saturday,Pre-booked,Large,Minimalist,Artist D,4,6453,None,6453,Card,5
3773338452,38,Female,2024-11-10,Sunday,Walk-in,Medium,Custom,Artist B,4,2783,Aftercare Kit,3283,Cash,2
3730074215,36,Female,2024-10-29,Tuesday,Walk-in,Sleeve/Back,Realism,Artist B,9,28951,Aftercare Kit,29451,Card,1
3751917162,36,Female,2024-02-13,Tuesday,Walk-in,Medium,Minimalist,Artist C,2,8402,None,8402,Cash,5
3339166473,53,Male,2024-12-10,Tuesday,Walk-in,Small,Realism,Artist C,1,36423,None,36423,Card,3
4643015259,46,Female,2024-03-09,Saturday,Walk-in,Sleeve/Back,Minimalist,Artist A,6,8809,Piercing,10309,Cash,2
4034356087,35,Female,2024-06-09,Sunday,Pre-booked,Medium,Custom,Artist D,2,46924,Piercing,48424,Card,2
5137464556,19,Male,2024-03-01,Friday,Walk-in,Small,Minimalist,Artist B,1,31225,None,31225,Cash,1
5504640817,18,Female,2024-05-02,Thursday,Pre-booked,Medium,Tribal,Artist A,2,25036,Piercing,26536,Card,1
3614685938,22,Male,2024-06-05,Wednesday,Pre-booked,Small,Script,Artist C,1,16379,None,16379,UPI,3
3997241761,37,Male,2024-02-29,Thursday,Pre-booked,Small,Custom,Artist B,1,49530,None,49530,Card,2
4980623803,28,Female,2024-04-03,Wednesday,Pre-booked,Small,Script,Artist A,1,20566,Aftercare Kit,21066,UPI,1
4090824373,19,Male,2024-07-10,Wednesday,Pre-booked,Medium,Custom,Artist C,2,18508,Consultation Fee,19508,UPI,2
4973840257,20,Male,2024-12-21,Saturday,Walk-in,Large,Script,Artist D,5,14653,None,14653,UPI,3
4096619850,40,Female,2024-03-13,Wednesday,Pre-booked,Medium,Tribal,Artist D,2,4230,Piercing,5730,UPI,2
3040361651,29,Female,2024-09-18,Wednesday,Pre-booked,Sleeve/Back,Script,Artist D,10,3553,None,3553,UPI,5
4998247509,37,Male,2024-07-17,Wednesday,Pre-booked,Small,Minimalist,Artist D,2,42592,Aftercare Kit,43092,UPI,2
4235368585,22,Male,2024-08-02,Friday,Pre-booked,Small,Script,Artist A,1,8025,None,8025,Cash,4
5347621138,54,Male,2024-11-01,Friday,Pre-booked,Small,Custom,Artist B,2,5727,Aftercare Kit,6227,Card,4
3678500147,47,Female,2024-03-11,Monday,Pre-booked,Small,Realism,Artist D,1,40937,None,40937,UPI,3
3317234448,26,Male,2024-10-21,Monday,Walk-in,Small,Script,Artist B,1,45031,Consultation Fee,46031,UPI,3
4897214963,51,Male,2024-07-15,Monday,Pre-booked,Large,Script,Artist C,5,16209,Piercing,17709,UPI,3
4484193033,52,Female,2024-08-04,Sunday,Pre-booked,Sleeve/Back,Script,Artist C,10,41281,None,41281,UPI,5
5523601252,39,Male,2024-04-05,Friday,Pre-booked,Sleeve/Back,Custom,Artist B,9,43817,Aftercare Kit,44317,UPI,5
4284857706,41,Male,2024-09-06,Friday,Walk-in,Small,Script,Artist D,2,9981,Consultation Fee,10981,UPI,2
4822393017,34,Male,2024-11-21,Thursday,Pre-booked,Large,Custom,Artist B,4,48404,Consultation Fee,49404,UPI,1
4074163698,27,Female,2024-10-02,Wednesday,Walk-in,Small,Custom,Artist B,1,9862,Piercing,11362,Card,4
4962094851,47,Male,2024-12-21,Saturday,Walk-in,Small,Realism,Artist D,2,7661,None,7661,UPI,4
4297602688,40,Male,2024-11-26,Tuesday,Pre-booked,Large,Minimalist,Artist B,6,41628,None,41628,UPI,4
3855630484,49,Female,2024-03-29,Friday,Walk-in,Medium,Custom,Artist A,2,10513,Aftercare Kit,11013,UPI,2
4652244897,34,Male,2024-10-11,Friday,Pre-booked,Small,Tribal,Artist B,1,26638,None,26638,UPI,2
5075362821,34,Male,2024-03-26,Tuesday,Walk-in,Medium,Script,Artist D,4,45017,None,45017,Card,3
3458072318,31,Male,2024-09-07,Saturday,Pre-booked,Small,Tribal,Artist C,2,44461,None,44461,Cash,1
4018790736,26,Male,2024-05-27,Monday,Walk-in,Large,Script,Artist C,4,39097,Piercing,40597,UPI,3
4637947177,19,Male,2024-03-12,Tuesday,Walk-in,Medium,Realism,Artist C,4,14108,None,14108,Card,2
5456389272,42,Male,2024-04-05,Friday,Walk-in,Sleeve/Back,Custom,Artist A,8,9264,None,9264,Cash,5
4541717841,26,Male,2024-06-10,Monday,Walk-in,Small,Minimalist,Artist D,2,47590,Consultation Fee,48590,Cash,3
5468798461,39,Male,2024-08-18,Sunday,Walk-in,Small,Custom,Artist D,1,14075,Consultation Fee,15075,UPI,2
4270762239,21,Female,2024-11-13,Wednesday,Walk-in,Medium,Script,Artist A,2,18602,Piercing,20102,UPI,2
4268006448,43,Other,2024-01-28,Sunday,Pre-booked,Medium,Minimalist,Artist A,3,21304,None,21304,UPI,5
3094229853,46,Female,2024-07-02,Tuesday,Walk-in,Small,Custom,Artist D,2,32602,Consultation Fee,33602,UPI,5
4699972733,51,Female,2024-01-05,Friday,Pre-booked,Large,Minimalist,Artist D,4,45285,None,45285,Card,5
4178884276,40,Male,2024-09-05,Thursday,Walk-in,Large,Script,Artist D,4,6962,Piercing,8462,Card,1
3034780500,54,Female,2024-03-10,Sunday,Pre-booked,Sleeve/Back,Realism,Artist D,6,43863,None,43863,Cash,2
5430646623,28,Male,2024-04-09,Tuesday,Pre-booked,Large,Realism,Artist B,4,31716,None,31716,UPI,5
3210643427,23,Female,2024-07-15,Monday,Pre-booked,Large,Custom,Artist C,6,20113,None,20113,Cash,1
5133427445,35,Other,2024-10-14,Monday,Walk-in,Medium,Tribal,Artist B,4,29982,None,29982,UPI,4
4229194523,38,Female,2024-09-15,Sunday,Walk-in,Large,Script,Artist A,6,47365,None,47365,Card,4
3988350974,53,Other,2024-11-30,Saturday,Pre-booked,Small,Custom,Artist C,2,45750,Consultation Fee,46750,Card,4
4513206988,51,Female,2024-09-10,Tuesday,Walk-in,Small,Custom,Artist B,1,23194,None,23194,UPI,2
3940617318,34,Male,2024-07-28,Sunday,Walk-in,Small,Realism,Artist C,1,18864,Aftercare Kit,19364,Cash,1
3816610683,54,Male,2024-12-16,Monday,Walk-in,Medium,Minimalist,Artist B,2,12614,None,12614,UPI,1
4076433900,42,Female,2024-09-08,Sunday,Walk-in,Small,Script,Artist B,2,6849,Piercing,8349,Cash,4
3587462342,29,Male,2024-07-31,Wednesday,Walk-in,Sleeve/Back,Minimalist,Artist A,10,20172,None,20172,Cash,3
3417315900,40,Female,2024-12-29,Sunday,Pre-booked,Small,Script,Artist A,1,6088,None,6088,Card,4
3169318686,39,Other,2024-08-15,Thursday,Walk-in,Small,Tribal,Artist A,1,27087,Consultation Fee,28087,Cash,2
4326856608,38,Male,2024-09-07,Saturday,Pre-booked,Medium,Realism,Artist A,2,27466,Piercing,28966,UPI,4
4893321208,44,Female,2024-03-26,Tuesday,Walk-in,Small,Tribal,Artist D,2,23800,None,23800,Card,4
3143299564,48,Female,2024-02-12,Monday,Walk-in,Small,Custom,Artist A,1,5936,Aftercare Kit,6436,Cash,1
5489250532,23,Female,2024-10-16,Wednesday,Pre-booked,Small,Realism,Artist A,1,18923,Aftercare Kit,19423,Cash,4
4567067057,44,Female,2024-01-16,Tuesday,Walk-in,Medium,Custom,Artist C,4,19345,Piercing,20845,UPI,5
3564409423,51,Male,2024-04-22,Monday,Pre-booked,Medium,Tribal,Artist C,4,13660,None,13660,UPI,5
3387119894,29,Other,2024-05-29,Wednesday,Pre-booked,Large,Script,Artist A,5,30873,None,30873,Card,3
4267489756,24,Female,2024-01-17,Wednesday,Walk-in,Large,Custom,Artist C,6,6548,None,6548,Card,2
4403247962,27,Male,2024-05-20,Monday,Pre-booked,Medium,Minimalist,Artist C,3,34225,None,34225,UPI,2
4784572192,34,Male,2024-04-25,Thursday,Walk-in,Small,Script,Artist A,2,15151,Piercing,16651,UPI,1
3754368373,43,Female,2024-10-02,Wednesday,Pre-booked,Small,Script,Artist A,1,41996,None,41996,Cash,2
3862407093,38,Male,2024-05-27,Monday,Walk-in,Large,Tribal,Artist D,6,27731,Aftercare Kit,28231,UPI,3
3567622001,45,Female,2024-03-27,Wednesday,Pre-booked,Small,Tribal,Artist D,2,13694,Aftercare Kit,14194,UPI,5
5316738668,19,Female,2024-08-22,Thursday,Walk-in,Small,Realism,Artist C,1,44302,Aftercare Kit,44802,UPI,1
4571346130,18,Male,2024-10-16,Wednesday,Pre-booked,Large,Realism,Artist A,5,34247,None,34247,UPI,5
5279993598,53,Female,2024-09-10,Tuesday,Pre-booked,Medium,Minimalist,Artist B,3,9106,None,9106,UPI,3
5155192095,43,Female,2024-10-08,Tuesday,Pre-booked,Small,Script,Artist C,2,11428,Consultation Fee,12428,Cash,1
4170496062,46,Male,2024-09-18,Wednesday,Pre-booked,Small,Minimalist,Artist A,1,37430,None,37430,UPI,4
3706712922,38,Male,2024-02-27,Tuesday,Pre-booked,Sleeve/Back,Minimalist,Artist B,9,30262,Consultation Fee,31262,Card,2
4103678092,28,Male,2024-10-20,Sunday,Pre-booked,Large,Tribal,Artist C,4,16312,Aftercare Kit,16812,UPI,3
5069520666,28,Male,2024-02-28,Wednesday,Walk-in,Large,Minimalist,Artist B,5,42236,Consultation Fee,43236,Cash,1
4267622868,53,Female,2024-05-17,Friday,Walk-in,Medium,Minimalist,Artist C,3,44161,None,44161,Card,5
4454770940,52,Male,2024-10-05,Saturday,Walk-in,Medium,Custom,Artist D,2,8963,None,8963,UPI,1
3494650131,51,Female,2024-07-06,Saturday,Walk-in,Sleeve/Back,Realism,Artist B,6,30939,Consultation Fee,31939,UPI,4
5011467975,41,Male,2024-10-04,Friday,Walk-in,Sleeve/Back,Realism,Artist D,8,48884,None,48884,Cash,3
3323408297,39,Male,2024-01-22,Monday,Pre-booked,Small,Script,Artist A,2,18973,Piercing,20473,Card,1
3604546780,22,Female,2024-08-13,Tuesday,Walk-in,Large,Realism,Artist D,5,8769,None,8769,Cash,3
3969007714,50,Female,2024-10-06,Sunday,Pre-booked,Small,Script,Artist A,1,4284,None,4284,UPI,3
4706869362,53,Male,2024-04-21,Sunday,Walk-in,Small,Custom,Artist A,1,6778,Aftercare Kit,7278,UPI,5
5393639475,37,Male,2024-08-05,Monday,Walk-in,Medium,Realism,Artist C,4,6614,None,6614,Cash,2
4570991899,36,Male,2024-02-22,Thursday,Pre-booked,Medium,Custom,Artist B,4,39443,None,39443,UPI,4
3387847884,52,Male,2024-11-30,Saturday,Pre-booked,Sleeve/Back,Realism,Artist D,6,49680,Piercing,51180,UPI,1
4694684834,34,Female,2024-05-06,Monday,Pre-booked,Small,Realism,Artist B,1,18423,None,18423,Card,2
3059780189,51,Male,2024-06-01,Saturday,Pre-booked,Medium,Custom,Artist A,4,31221,Consultation Fee,32221,UPI,5
4135840948,26,Male,2024-01-17,Wednesday,Walk-in,Sleeve/Back,Minimalist,Artist B,6,3229,Piercing,4729,Card,2
5304560537,43,Male,2024-08-18,Sunday,Pre-booked,Sleeve/Back,Minimalist,Artist B,9,34617,Aftercare Kit,35117,UPI,3
3530809576,19,Female,2024-05-14,Tuesday,Walk-in,Small,Minimalist,Artist B,1,11755,Piercing,13255,Card,3
4953291127,26,Other,2024-06-27,Thursday,Walk-in,Small,Minimalist,Artist C,2,44786,None,44786,Card,4
4583063357,26,Male,2024-02-14,Wednesday,Pre-booked,Medium,Realism,Artist C,3,43965,None,43965,Card,1
4125974687,34,Female,2024-08-12,Monday,Walk-in,Small,Tribal,Artist D,2,2056,None,2056,Cash,1
5510666490,18,Male,2024-03-01,Friday,Walk-in,Sleeve/Back,Custom,Artist D,6,4479,Piercing,5979,UPI,5
4636492037,42,Male,2024-05-01,Wednesday,Pre-booked,Sleeve/Back,Tribal,Artist A,7,45555,Aftercare Kit,46055,Card,4
4595467139,42,Female,2024-04-17,Wednesday,Pre-booked,Small,Tribal,Artist C,2,27590,Aftercare Kit,28090,Card,1
3465342967,52,Female,2024-10-28,Monday,Walk-in,Small,Script,Artist B,2,19461,None,19461,UPI,3
4004257438,20,Female,2024-12-18,Wednesday,Walk-in,Small,Minimalist,Artist C,2,11935,None,11935,Card,4
5024977737,54,Female,2024-06-28,Friday,Walk-in,Sleeve/Back,Realism,Artist B,10,47878,None,47878,Card,2
3107480046,47,Male,2024-12-29,Sunday,Walk-in,Small,Minimalist,Artist D,2,23615,Piercing,25115,UPI,4
5411226340,51,Female,2024-11-08,Friday,Pre-booked,Medium,Minimalist,Artist C,4,27646,None,27646,UPI,4
4408776235,29,Male,2024-11-19,Tuesday,Walk-in,Medium,Tribal,Artist D,3,39659,None,39659,Cash,1
3950764876,36,Female,2024-08-07,Wednesday,Pre-booked,Medium,Script,Artist D,4,2242,Aftercare Kit,2742,Card,5
3271515109,54,Male,2024-03-25,Monday,Walk-in,Small,Minimalist,Artist D,2,35776,None,35776,UPI,5
4994013856,34,Female,2024-11-11,Monday,Pre-booked,Small,Custom,Artist D,2,48373,Piercing,49873,Card,1
4297896903,27,Male,2024-03-12,Tuesday,Walk-in,Sleeve/Back,Custom,Artist B,7,34157,Aftercare Kit,34657,Card,1
4753617371,29,Male,2024-04-15,Monday,Pre-booked,Sleeve/Back,Minimalist,Artist A,9,33335,Piercing,34835,Cash,1
3501119337,33,Female,2024-04-15,Monday,Walk-in,Large,Tribal,Artist B,6,30577,Consultation Fee,31577,Cash,5
3600337712,41,Male,2024-01-31,Wednesday,Pre-booked,Small,Tribal,Artist A,2,28470,Consultation Fee,29470,UPI,1
3194763060,36,Male,2024-10-18,Friday,Walk-in,Small,Realism,Artist B,1,49694,Piercing,51194,UPI,2
3159824875,25,Male,2024-06-28,Friday,Walk-in,Medium,Script,Artist B,3,6594,Aftercare Kit,7094,UPI,2
4307235909,48,Male,2024-09-29,Sunday,Pre-booked,Small,Tribal,Artist B,2,37397,None,37397,UPI,3
5115806625,38,Male,2024-05-23,Thursday,Pre-booked,Sleeve/Back,Realism,Artist D,8,16801,None,16801,Cash,2
3498733671,34,Male,2024-11-01,Friday,Pre-booked,Medium,Custom,Artist D,3,2216,None,2216,Cash,4
3417436465,40,Female,2024-10-02,Wednesday,Pre-booked,Small,Custom,Artist A,2,27193,Piercing,28693,UPI,3
4008458444,54,Male,2024-03-27,Wednesday,Pre-booked,Sleeve/Back,Custom,Artist B,9,47171,Piercing,48671,Card,2
5308745090,33,Female,2024-06-14,Friday,Walk-in,Sleeve/Back,Minimalist,Artist B,7,33592,Piercing,35092,Card,4
3582672654,23,Female,2024-12-26,Thursday,Walk-in,Small,Script,Artist B,1,9943,Aftercare Kit,10443,UPI,2
4669221121,25,Male,2024-05-29,Wednesday,Walk-in,Medium,Realism,Artist C,4,39174,None,39174,Card,4
4948385094,42,Female,2024-05-28,Tuesday,Pre-booked,Small,Script,Artist B,1,37081,None,37081,Cash,1
4593482331,35,Male,2024-10-20,Sunday,Walk-in,Small,Minimalist,Artist C,2,25522,None,25522,UPI,4
5320109101,42,Female,2024-05-16,Thursday,Walk-in,Small,Realism,Artist D,1,23852,None,23852,UPI,1
4800135697,29,Male,2024-09-20,Friday,Pre-booked,Medium,Realism,Artist D,2,46684,Piercing,48184,Cash,4
5522607583,32,Male,2024-12-13,Friday,Pre-booked,Sleeve/Back,Tribal,Artist A,7,21846,Piercing,23346,UPI,4
3663670797,43,Female,2024-02-18,Sunday,Walk-in,Medium,Script,Artist C,4,28254,None,28254,Card,2
4781915481,43,Female,2024-03-10,Sunday,Walk-in,Small,Script,Artist B,2,5617,Piercing,7117,Card,4
3425294682,49,Female,2024-07-29,Monday,Walk-in,Medium,Tribal,Artist A,3,43436,Piercing,44936,UPI,2
5101729519,27,Male,2024-01-31,Wednesday,Walk-in,Small,Custom,Artist A,1,44406,Consultation Fee,45406,UPI,4
4752844368,33,Female,2024-05-21,Tuesday,Walk-in,Large,Minimalist,Artist B,4,7941,Piercing,9441,Cash,5
4201474778,24,Male,2024-12-01,Sunday,Pre-booked,Medium,Script,Artist B,3,25943,Aftercare Kit,26443,Cash,3
3140515379,34,Male,2024-03-05,Tuesday,Pre-booked,Small,Tribal,Artist A,1,37037,None,37037,Cash,2
4591414076,40,Male,2024-12-25,Wednesday,Pre-booked,Small,Realism,Artist C,1,24286,None,24286,Card,2
3933166190,43,Female,2024-03-08,Friday,Walk-in,Large,Tribal,Artist C,4,7272,Piercing,8772,Cash,1
4904315855,38,Male,2024-05-07,Tuesday,Pre-booked,Small,Custom,Artist A,2,32122,Aftercare Kit,32622,Card,5
4909954149,39,Male,2024-03-15,Friday,Walk-in,Large,Minimalist,Artist A,6,21002,None,21002,Cash,1
4014096062,24,Female,2024-12-30,Monday,Pre-booked,Small,Custom,Artist D,2,44453,Piercing,45953,Card,5
4557724698,31,Male,2024-06-13,Thursday,Pre-booked,Small,Realism,Artist A,1,15311,Consultation Fee,16311,Cash,5
3426724858,32,Male,2024-05-06,Monday,Walk-in,Medium,Realism,Artist D,2,13574,Aftercare Kit,14074,UPI,4
4577691630,24,Male,2024-12-12,Thursday,Walk-in,Sleeve/Back,Realism,Artist C,8,38338,Piercing,39838,Cash,1
5338463041,26,Female,2024-07-20,Saturday,Pre-booked,Sleeve/Back,Realism,Artist B,7,4577,None,4577,Card,3
4540492440,25,Male,2024-09-07,Saturday,Walk-in,Small,Tribal,Artist A,2,27176,None,27176,UPI,5
3260060661,40,Male,2024-03-13,Wednesday,Pre-booked,Small,Realism,Artist A,1,45301,Piercing,46801,UPI,5
4709996749,46,Female,2024-10-22,Tuesday,Walk-in,Small,Realism,Artist A,1,14517,Piercing,16017,Cash,2
4184901787,35,Female,2024-11-19,Tuesday,Pre-booked,Medium,Tribal,Artist A,4,21586,Aftercare Kit,22086,Cash,4
3815221547,48,Male,2024-05-17,Friday,Walk-in,Medium,Realism,Artist C,3,47605,Aftercare Kit,48105,UPI,3
3524671997,47,Female,2024-11-17,Sunday,Walk-in,Sleeve/Back,Custom,Artist A,9,27565,None,27565,Card,5
4952996248,52,Female,2024-07-31,Wednesday,Pre-booked,Sleeve/Back,Custom,Artist B,10,8997,None,8997,UPI,2
3393734347,35,Female,2024-07-11,Thursday,Walk-in,Small,Script,Artist C,2,43328,None,43328,Card,1
3910987546,34,Male,2024-08-19,Monday,Walk-in,Medium,Custom,Artist A,4,47143,None,47143,Card,5
3091729577,31,Female,2024-02-08,Thursday,Walk-in,Large,Minimalist,Artist A,6,25544,None,25544,Card,2
3217233051,48,Male,2024-11-20,Wednesday,Walk-in,Large,Minimalist,Artist A,4,33883,None,33883,UPI,1
4432410914,41,Male,2024-02-17,Saturday,Walk-in,Small,Minimalist,Artist A,1,7561,Aftercare Kit,8061,UPI,4
4046120419,52,Male,2024-07-25,Thursday,Walk-in,Small,Tribal,Artist C,2,43470,Aftercare Kit,43970,Cash,1
3540838949,51,Male,2024-09-20,Friday,Pre-booked,Medium,Custom,Artist B,3,30703,None,30703,Card,5
5424843951,20,Male,2024-05-22,Wednesday,Walk-in,Small,Minimalist,Artist C,1,14416,Consultation Fee,15416,Cash,3
3881351238,54,Female,2024-12-21,Saturday,Pre-booked,Small,Script,Artist B,1,11171,None,11171,Card,1
3294678352,43,Male,2024-07-07,Sunday,Walk-in,Small,Tribal,Artist B,2,4339,None,4339,UPI,3
5380304322,40,Male,2024-08-20,Tuesday,Walk-in,Medium,Script,Artist B,2,14654,None,14654,Card,3
3889734128,32,Male,2024-09-06,Friday,Pre-booked,Small,Custom,Artist C,1,3662,Piercing,5162,UPI,1
5518496186,21,Male,2024-06-16,Sunday,Walk-in,Small,Realism,Artist A,1,49168,None,49168,UPI,4
3927503999,46,Other,2024-10-24,Thursday,Pre-booked,Small,Script,Artist A,1,40859,Piercing,42359,UPI,1
4000721711,39,Male,2024-01-02,Tuesday,Walk-in,Large,Realism,Artist C,6,17629,None,17629,UPI,2
4411152518,42,Male,2024-02-17,Saturday,Pre-booked,Large,Tribal,Artist B,4,34062,Aftercare Kit,34562,Cash,3
3633740357,30,Male,2024-08-22,Thursday,Pre-booked,Medium,Script,Artist B,3,27478,None,27478,Cash,5
3012178595,35,Male,2024-11-21,Thursday,Pre-booked,Medium,Script,Artist C,2,6128,None,6128,Card,3
4190886387,50,Male,2024-12-06,Friday,Pre-booked,Sleeve/Back,Tribal,Artist B,6,37425,Consultation Fee,38425,Cash,5
3621430136,33,Female,2024-12-23,Monday,Pre-booked,Small,Tribal,Artist C,1,44166,Consultation Fee,45166,Card,2
3558311957,19,Female,2024-07-02,Tuesday,Walk-in,Small,Minimalist,Artist B,1,22167,None,22167,Card,2
5320207740,52,Male,2024-02-02,Friday,Walk-in,Small,Custom,Artist C,2,34747,Consultation Fee,35747,UPI,2
4076551580,51,Female,2024-09-30,Monday,Pre-booked,Small,Script,Artist C,2,36992,None,36992,Card,1
3749459431,47,Female,2024-07-22,Monday,Walk-in,Small,Script,Artist B,2,31445,Aftercare Kit,31945,UPI,3
3472130062,30,Female,2024-04-21,Sunday,Walk-in,Sleeve/Back,Tribal,Artist C,9,3075,None,3075,UPI,5
3110724913,30,Male,2024-08-07,Wednesday,Pre-booked,Medium,Tribal,Artist D,3,4427,None,4427,UPI,2
3566090561,35,Male,2024-04-18,Thursday,Walk-in,Medium,Custom,Artist B,4,24235,Consultation Fee,25235,Cash,2
3063824611,49,Male,2024-09-10,Tuesday,Pre-booked,Sleeve/Back,Tribal,Artist B,7,5673,Aftercare Kit,6173,Card,5
4538638860,49,Female,2024-05-17,Friday,Pre-booked,Small,Realism,Artist C,1,24132,None,24132,Card,3
4021908455,52,Female,2024-06-14,Friday,Pre-booked,Small,Realism,Artist C,1,49252,Aftercare Kit,49752,Card,3
5529104043,46,Male,2024-05-25,Saturday,Pre-booked,Medium,Realism,Artist A,2,4805,Aftercare Kit,5305,Card,5
4390587865,46,Male,2024-06-21,Friday,Walk-in,Medium,Realism,Artist D,4,28575,None,28575,UPI,4
3067779246,33,Female,2024-10-07,Monday,Walk-in,Small,Custom,Artist A,2,9745,Aftercare Kit,10245,Card,3
3748381742,27,Female,2024-10-22,Tuesday,Pre-booked,Medium,Script,Artist C,4,15872,Aftercare Kit,16372,Card,5
4139744790,47,Other,2024-03-07,Thursday,Walk-in,Medium,Realism,Artist C,4,44850,None,44850,UPI,5
3225052083,42,Female,2024-10-16,Wednesday,Pre-booked,Medium,Tribal,Artist D,4,45733,Aftercare Kit,46233,Cash,2
3544423789,37,Male,2024-09-05,Thursday,Pre-booked,Medium,Realism,Artist A,3,36283,Piercing,37783,Card,5
4808011838,22,Female,2024-06-24,Monday,Pre-booked,Small,Custom,Artist C,2,32039,Aftercare Kit,32539,UPI,1
5259520140,18,Female,2024-12-15,Sunday,Walk-in,Small,Tribal,Artist B,2,46438,None,46438,Cash,2
3488120041,47,Male,2024-01-25,Thursday,Pre-booked,Medium,Realism,Artist B,2,37164,None,37164,UPI,2
3272979685,20,Male,2024-01-24,Wednesday,Pre-booked,Small,Script,Artist A,1,11761,None,11761,Cash,3
5045460840,31,Female,2024-02-20,Tuesday,Pre-booked,Sleeve/Back,Tribal,Artist C,9,39968,Piercing,41468,UPI,4
4925327382,47,Male,2024-11-16,Saturday,Walk-in,Medium,Tribal,Artist B,3,17268,Aftercare Kit,17768,Card,3
4554945552,21,Female,2024-08-23,Friday,Pre-booked,Small,Script,Artist A,1,6720,Aftercare Kit,7220,Card,1
5204340231,35,Female,2024-01-09,Tuesday,Pre-booked,Large,Tribal,Artist C,5,4416,Consultation Fee,5416,Card,2
5549776132,54,Female,2024-03-04,Monday,Pre-booked,Medium,Realism,Artist C,2,11279,None,11279,Cash,2
3468383404,42,Male,2024-03-21,Thursday,Pre-booked,Small,Tribal,Artist C,2,34040,Piercing,35540,Cash,5
4941348507,18,Male,2024-08-13,Tuesday,Walk-in,Large,Realism,Artist D,6,44849,Piercing,46349,Card,4
5163970710,32,Female,2024-08-21,Wednesday,Pre-booked,Large,Script,Artist B,4,3249,Aftercare Kit,3749,Card,4
3951548935,26,Male,2024-01-01,Monday,Pre-booked,Medium,Minimalist,Artist D,4,32881,None,32881,Card,5
3186251406,32,Female,2024-08-07,Wednesday,Walk-in,Small,Script,Artist D,1,42525,None,42525,Card,1
5239615923,41,Female,2024-04-13,Saturday,Pre-booked,Medium,Realism,Artist A,4,5001,None,5001,Card,4
4295492409,21,Male,2024-12-18,Wednesday,Pre-booked,Large,Custom,Artist A,5,17904,None,17904,UPI,2
4967277638,29,Male,2024-03-08,Friday,Pre-booked,Small,Script,Artist B,2,47960,Consultation Fee,48960,Card,1
3133790981,54,Male,2024-11-28,Thursday,Pre-booked,Small,Custom,Artist B,1,44518,Aftercare Kit,45018,Cash,3
3261243105,54,Male,2024-06-03,Monday,Pre-booked,Large,Custom,Artist C,6,10554,Piercing,12054,UPI,3
